Date,Open,High,Low,Close,Volume,VIX,IV
2023-06-21 00:00:00-04:00,167.26315589262293,168.30787844321586,165.88520832286744,167.00196838378906,3832400,18.0,0.18
2023-06-22 00:00:00-04:00,168.1727768824892,168.93830941644728,167.39824309534933,168.73117065429688,3185800,13.199999809265137,0.13199999809265137
2023-06-23 00:00:00-04:00,169.31654371835197,169.31654371835197,167.47027014741735,167.57835388183594,7592600,12.90999984741211,0.1290999984741211
2023-06-26 00:00:00-04:00,167.6594162049306,167.90257370129663,165.82214377816663,166.515625,3706100,13.4399995803833,0.134399995803833
2023-06-27 00:00:00-04:00,166.31749147085856,168.0646964456853,165.67805897535212,167.7134552001953,5763000,14.25,0.1425
2023-06-28 00:00:00-04:00,167.74046174076622,168.1817704531359,165.15568694264124,165.44387817382812,5193900,13.739999771118164,0.13739999771118164
2023-06-29 00:00:00-04:00,165.03860783469258,165.615004059973,163.36345415772615,165.6060028076172,5770400,13.430000305175781,0.13430000305175782
2023-06-30 00:00:00-04:00,165.75011212041028,167.08303972241217,165.6060233529918,166.81285095214844,7635100,13.539999961853027,0.13539999961853028
2023-07-03 00:00:00-04:00,165.98428149365603,167.19110908815392,165.23676518717315,167.15509033203125,2389000,13.59000015258789,0.13590000152587892
2023-07-05 00:00:00-04:00,166.61472302206784,168.13677323115715,166.58770551772434,168.03770446777344,5277100,13.569999694824219,0.1356999969482422
2023-07-06 00:00:00-04:00,167.34419709669976,168.19078208078523,166.51562836016532,168.05569458007812,5592100,14.180000305175781,0.1418000030517578
2023-07-07 00:00:00-04:00,167.35323257085122,167.40726757774638,164.8404948112498,164.88552856445312,6309900,15.4399995803833,0.154399995803833
2023-07-10 00:00:00-04:00,165.77715991653315,167.43429771745176,165.5159723736653,165.9842987060547,5508800,14.829999923706055,0.14829999923706055
2023-07-11 00:00:00-04:00,166.05630112635663,166.37150984511288,164.29108008031926,165.696044921875,3914300,15.069999694824219,0.15069999694824218
2023-07-12 00:00:00-04:00,165.69606801314444,166.26346302529407,164.79544798998427,164.96656799316406,6080100,14.84000015258789,0.1484000015258789
