Date,Open,High,Low,Close,Volume,VIX,IV
2023-06-21 00:00:00-04:00,182.3437091740366,182.8466679379569,180.06564786023924,181.41671752929688,49515700,18.0,0.18
2023-06-22 00:00:00-04:00,181.1997036995518,184.46393880857786,181.13066426325057,184.4146270751953,51245300,13.199999809265137,0.13199999809265137
2023-06-23 00:00:00-04:00,182.9846778693447,184.96688315796402,182.45213522308205,184.0990447998047,53117000,12.90999984741211,0.1290999984741211
2023-06-26 00:00:00-04:00,184.24700235631448,185.4501365723536,182.6691169769034,182.7085723876953,48088700,13.4399995803833,0.134399995803833
2023-06-27 00:00:00-04:00,183.31999439512526,185.78543087633778,183.10303478095216,185.45999145507812,50730800,14.25,0.1425
2023-06-28 00:00:00-04:00,185.33178721386028,187.27455239917202,185.00636283468697,186.633544921875,51216800,13.739999771118164,0.13739999771118164
2023-06-29 00:00:00-04:00,186.4658826988121,187.4422009047134,186.32781886596203,186.9688262939453,46347300,13.430000305175781,0.13430000305175782
2023-06-30 00:00:00-04:00,188.98065447297634,191.79124321876165,188.61575961709715,191.28829956054688,85213200,13.539999961853027,0.13539999961853028
2023-07-03 00:00:00-04:00,191.10092178559267,191.19954526937022,189.10884478636748,189.79917907714844,31458200,13.59000015258789,0.13590000152587892
2023-07-05 00:00:00-04:00,188.92148652956726,190.31198136153697,187.98460856583768,188.68479919433594,46920300,13.569999694824219,0.1356999969482422
2023-07-06 00:00:00-04:00,187.2153769807983,189.36524537083605,186.5842258571581,189.15814208984375,45094300,14.180000305175781,0.1418000030517578
2023-07-07 00:00:00-04:00,188.76366516963594,190.00623962579556,187.6098428072387,188.0437469482422,46815000,15.4399995803833,0.154399995803833
2023-07-10 00:00:00-04:00,186.6433878022031,187.36330604998784,184.45407912216882,186.00238037109375,59922200,14.829999923706055,0.14829999923706055
2023-07-11 00:00:00-04:00,186.5447914459214,186.68285528837708,184.02018687082855,185.47972106933594,46638100,15.069999694824219,0.15069999694824218
2023-07-12 00:00:00-04:00,187.05759515232103,189.04967210294507,185.86433228601203,187.1463623046875,60750200,14.84000015258789,0.1484000015258789
2023-07-13 00:00:00-04:00,187.86622980967195,188.5466925772649,187.1561830128643,187.90567016601562,41342300,13.539999961853027,0.13539999961853028
2023-07-14 00:00:00-04:00,187.6000029338883,188.53686585918993,187.00830716161786,188.05364990234375,41616200,13.609999656677246,0.13609999656677246
2023-07-17 00:00:00-04:00,189.24689758888442,191.63345333608896,189.15814548736353,191.30801391601562,50520200,13.34000015258789,0.13340000152587891
2023-07-18 00:00:00-04:00,190.67683864321535,191.64328540459255,189.75968856677812,191.05157470703125,48288200,13.479999542236328,0.1347999954223633
2023-07-19 00:00:00-04:00,190.4303301514657,195.48939585264796,189.9865395225249,192.40267944335938,80507300,13.300000190734863,0.13300000190734862
2023-07-20 00:00:00-04:00,192.39279363664537,193.75371936128715,189.83860510668907,190.45989990234375,59581200,13.760000228881836,0.13760000228881836
2023-07-21 00:00:00-04:00,191.41650251566858,192.2744696321092,188.5861710830146,189.28636169433594,71951700,13.989999771118164,0.13989999771118164
2023-07-24 00:00:00-04:00,190.73603816687742,192.21530010696893,189.59207198839397,190.0851593017578,45377800,13.600000381469727,0.13600000381469726
2023-07-25 00:00:00-04:00,190.65714646634552,191.75180092732498,190.25281124926505,190.94313049316406,37283200,13.90999984741211,0.1390999984741211
2023-07-26 00:00:00-04:00,190.9924625294884,192.93522799592873,190.6473103947794,191.8109893798828,47471900,13.859999656677246,0.13859999656677247
2023-07-27 00:00:00-04:00,193.30993672945922,194.47361545879667,189.88790988625553,190.54864501953125,47460200,13.1899995803833,0.13189999580383302
2023-07-28 00:00:00-04:00,191.97860770429688,193.91151654263126,191.4559363697747,193.12257385253906,48291400,14.40999984741211,0.14409999847412108
2023-07-31 00:00:00-04:00,193.34938604539337,193.77344894031904,192.56044337061044,193.73399353027344,38824100,13.329999923706055,0.13329999923706054
2023-08-01 00:00:00-04:00,193.52690392813534,194.0101198390568,192.58016971551623,192.90560913085938,35175100,13.630000114440918,0.13630000114440918
2023-08-02 00:00:00-04:00,192.3434921357412,192.48155598125388,189.19760772385698,189.91751098632812,50389300,13.930000305175781,0.13930000305175783
2023-08-03 00:00:00-04:00,188.92151753100373,189.71044534890663,188.05367887391031,188.52703857421875,61235200,16.09000015258789,0.1609000015258789
2023-08-04 00:00:00-04:00,182.95513345446872,184.7894189873242,179.40489853673822,179.47393798828125,115956800,15.920000076293945,0.15920000076293944
2023-08-07 00:00:00-04:00,179.6119861039443,180.59816071157974,174.89807268327345,176.37733459472656,97576100,17.100000381469727,0.17100000381469727
2023-08-08 00:00:00-04:00,177.205713919119,177.77769698523286,175.12488493894773,177.31419372558594,67823000,15.770000457763672,0.15770000457763672
2023-08-09 00:00:00-04:00,178.36941190145535,178.42857997538025,174.5627769846933,175.72647094726562,60378500,15.989999771118164,0.15989999771118163
