Date,Open,High,Low,Close,Volume,VIX,IV
2023-06-21 00:00:00-04:00,93.32891391400771,95.05447891874435,93.10626241990204,94.50712585449219,5508800,18.0,0.18
2023-06-22 00:00:00-04:00,94.08964614250297,94.29374629415544,92.43830066526145,93.56084442138672,6125500,13.199999809265137,0.13199999809265137
2023-06-23 00:00:00-04:00,92.44758340404545,92.52180293074545,90.47152920394898,91.23226165771484,18770100,12.90999984741211,0.1290999984741211
2023-06-26 00:00:00-04:00,91.23225386951171,91.63117494401504,90.4344187984681,91.13021087646484,6069000,13.4399995803833,0.134399995803833
2023-06-27 00:00:00-04:00,91.27864287766171,91.90021543555605,90.66634952930755,91.58479309082031,5034100,14.25,0.1425
2023-06-28 00:00:00-04:00,91.51057286001176,91.51057286001176,90.26742775387385,91.48274230957031,6581900,13.739999771118164,0.13739999771118164
2023-06-29 00:00:00-04:00,91.48274340469189,91.6868435476564,90.89828060453603,91.54768371582031,5113500,13.430000305175781,0.13430000305175782
2023-06-30 00:00:00-04:00,92.21564457064076,92.27130567178216,91.4178024237866,91.90021514892578,6229900,13.539999961853027,0.13539999961853028
2023-07-03 00:00:00-04:00,91.59406179284917,92.37334543371333,91.14875179952521,91.98370361328125,3287000,13.59000015258789,0.13590000152587892
2023-07-05 00:00:00-04:00,91.98371312304042,92.15070350305596,91.18587098273979,91.34358215332031,6365400,13.569999694824219,0.1356999969482422
2023-07-06 00:00:00-04:00,90.786948510131,90.98176943747909,88.97789198621095,89.2469253540039,7153300,14.180000305175781,0.1418000030517578
2023-07-07 00:00:00-04:00,89.05211227385034,89.67369194783437,88.64391904256401,89.10778045654297,7889500,15.4399995803833,0.154399995803833
2023-07-10 00:00:00-04:00,89.339706469259,92.33624708245303,89.27476615783272,91.96515655517578,9294600,14.829999923706055,0.14829999923706055
2023-07-11 00:00:00-04:00,92.25275975340244,92.98566163268444,91.97444007540959,92.85577392578125,5268000,15.069999694824219,0.15069999694824218
2023-07-12 00:00:00-04:00,94.08964100212172,94.47001073268675,93.47734765857896,93.82987976074219,6971900,14.84000015258789,0.1484000015258789
2023-07-13 00:00:00-04:00,94.17313829380576,94.81326217801556,93.97831736574514,94.25662994384766,4511700,13.539999961853027,0.13539999961853028
