Date,VIX
2023-06-21 00:00:00-05:00,13.199999809265137
2023-06-22 00:00:00-05:00,12.90999984741211
2023-06-23 00:00:00-05:00,13.4399995803833
2023-06-26 00:00:00-05:00,14.25
2023-06-27 00:00:00-05:00,13.739999771118164
2023-06-28 00:00:00-05:00,13.430000305175781
2023-06-29 00:00:00-05:00,13.539999961853027
2023-06-30 00:00:00-05:00,13.59000015258789
2023-07-03 00:00:00-05:00,13.569999694824219
2023-07-05 00:00:00-05:00,14.180000305175781
2023-07-06 00:00:00-05:00,15.4399995803833
2023-07-07 00:00:00-05:00,14.829999923706055
2023-07-10 00:00:00-05:00,15.069999694824219
2023-07-11 00:00:00-05:00,14.84000015258789
2023-07-12 00:00:00-05:00,13.539999961853027
2023-07-13 00:00:00-05:00,13.609999656677246
2023-07-14 00:00:00-05:00,13.34000015258789
2023-07-17 00:00:00-05:00,13.479999542236328
2023-07-18 00:00:00-05:00,13.300000190734863
2023-07-19 00:00:00-05:00,13.760000228881836
2023-07-20 00:00:00-05:00,13.989999771118164
2023-07-21 00:00:00-05:00,13.600000381469727
2023-07-24 00:00:00-05:00,13.90999984741211
2023-07-25 00:00:00-05:00,13.859999656677246
2023-07-26 00:00:00-05:00,13.1899995803833
2023-07-27 00:00:00-05:00,14.40999984741211
2023-07-28 00:00:00-05:00,13.329999923706055
2023-07-31 00:00:00-05:00,13.630000114440918
2023-08-01 00:00:00-05:00,13.930000305175781
2023-08-02 00:00:00-05:00,16.09000015258789
2023-08-03 00:00:00-05:00,15.920000076293945
2023-08-04 00:00:00-05:00,17.100000381469727
2023-08-07 00:00:00-05:00,15.770000457763672
2023-08-08 00:00:00-05:00,15.989999771118164
2023-08-09 00:00:00-05:00,15.960000038146973
2023-08-10 00:00:00-05:00,15.850000381469727
2023-08-11 00:00:00-05:00,14.84000015258789
2023-08-14 00:00:00-05:00,14.819999694824219
2023-08-15 00:00:00-05:00,16.459999084472656
2023-08-16 00:00:00-05:00,16.780000686645508
2023-08-17 00:00:00-05:00,17.889999389648438
2023-08-18 00:00:00-05:00,17.299999237060547
2023-08-21 00:00:00-05:00,17.1299991607666
2023-08-22 00:00:00-05:00,16.969999313354492
2023-08-23 00:00:00-05:00,15.979999542236328
2023-08-24 00:00:00-05:00,17.200000762939453
2023-08-25 00:00:00-05:00,15.680000305175781
2023-08-28 00:00:00-05:00,15.079999923706055
2023-08-29 00:00:00-05:00,14.449999809265137
2023-08-30 00:00:00-05:00,13.880000114440918
2023-08-31 00:00:00-05:00,13.569999694824219
2023-09-01 00:00:00-05:00,13.09000015258789
2023-09-05 00:00:00-05:00,14.010000228881836
2023-09-06 00:00:00-05:00,14.449999809265137
2023-09-07 00:00:00-05:00,14.399999618530273
2023-09-08 00:00:00-05:00,13.84000015258789
2023-09-11 00:00:00-05:00,13.800000190734863
2023-09-12 00:00:00-05:00,14.229999542236328
2023-09-13 00:00:00-05:00,13.479999542236328
2023-09-14 00:00:00-05:00,12.819999694824219
2023-09-15 00:00:00-05:00,13.789999961853027
2023-09-18 00:00:00-05:00,14.0
2023-09-19 00:00:00-05:00,14.109999656677246
2023-09-20 00:00:00-05:00,15.140000343322754
2023-09-21 00:00:00-05:00,17.540000915527344
2023-09-22 00:00:00-05:00,17.200000762939453
2023-09-25 00:00:00-05:00,16.899999618530273
2023-09-26 00:00:00-05:00,18.940000534057617
2023-09-27 00:00:00-05:00,18.219999313354492
2023-09-28 00:00:00-05:00,17.34000015258789
2023-09-29 00:00:00-05:00,17.520000457763672
2023-10-02 00:00:00-05:00,17.610000610351562
2023-10-03 00:00:00-05:00,19.780000686645508
2023-10-04 00:00:00-05:00,18.579999923706055
2023-10-05 00:00:00-05:00,18.489999771118164
2023-10-06 00:00:00-05:00,17.450000762939453
2023-10-09 00:00:00-05:00,17.700000762939453
2023-10-10 00:00:00-05:00,17.030000686645508
2023-10-11 00:00:00-05:00,16.09000015258789
2023-10-12 00:00:00-05:00,16.690000534057617
2023-10-13 00:00:00-05:00,19.31999969482422
